address,area,frontage,access_road,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,year
"Đường Dương Bá Trạc, Phường Chánh Hưng, TP Hồ Chí Minh",100,,,,,4,5,5,Have certificate,Other,18,2026
"Đường Nguyễn Duy, Phường Chánh Hưng, TP Hồ Chí Minh",103,,,,,,4,4,Have certificate,Full,7,2026
"788/37/2E Nguyễn Kiệm, Phường Hạnh Thông, TP Hồ Chí Minh",20,,,Bắc,,2,2,,Have certificate,Other,2.95,2026
"160/06, Phường Đông Hưng Thuận, TP Hồ Chí Minh",68,,,,,1,3,,Have certificate,,4.95,2026
"Đường Lê Đức Thọ, Phường An Hội Đông, TP Hồ Chí Minh",70,,,,,3,3,3,Have certificate,Full,6.5,2026
"Đường Lũy Bán Bích, Phường Phú Thạnh, TP Hồ Chí Minh",13,,,,,2,1,1,Have certificate,,2,2026
"Đường Bà Huyện Thanh Quan, Phường Nhiêu Lộc, TP Hồ Chí Minh",16.9,,,Đông Nam,,2,2,2,Have certificate,Full,3.8,2026
"Đường Phạm Thế Hiển, Phường Chánh Hưng, TP Hồ Chí Minh",60,,,Tây Bắc,,3,4,5,Have certificate,Other,6.69,2026
"Đường Nguyễn Duy, Phường Chánh Hưng, TP Hồ Chí Minh",103,,,,,,4,4,Have certificate,Full,7,2026
", Phường Chánh Hưng, TP Hồ Chí Minh",85,,,,,4,7,6,Have certificate,Full,7,2026
"Đường Lê Đình Cẩn, Phường Tân Tạo, TP Hồ Chí Minh",56,,,,,4,4,5,Have certificate,,4.55,2026
"Đường Phan Anh, Phường Phú Thạnh, TP Hồ Chí Minh",80,,,Bắc,,4,10,6,Have certificate,Other,11.1,2026
"Đường Hoàng Hoa Thám, Phường Bình Lợi Trung, TP Hồ Chí Minh",56,,,,,,1,,Have certificate,,8.4,2026
"Đường Dương Bá Trạc, Phường Chánh Hưng, TP Hồ Chí Minh",100,,,,,4,5,5,Have certificate,Other,18,2026
"160/06, Phường Đông Hưng Thuận, TP Hồ Chí Minh",68,,,,,1,3,,Have certificate,,4.95,2026
"2/, Phường Bình Hưng Hòa, TP Hồ Chí Minh",50,,,Đông,,2,2,2,Have certificate,Other,3.15,2026
"Đường Đào Cam Mộc, Phường Chánh Hưng, TP Hồ Chí Minh",85,,,,,3,3,,Have certificate,Full,7.35,2026
"zalo. 0767.745.313, Phường Tân Tạo, TP Hồ Chí Minh",100,,,,,4,4,4,Have certificate,Other,10.69,2026
"Đường Nguyễn Ngọc Nhựt, Phường Tân Sơn Nhì, TP Hồ Chí Minh",60,,,,,,3,,Have certificate,,6.6,2026
"128, Phường Phước Long, TP Hồ Chí Minh",71,,,,,,2,,Have certificate,,6.5,2026
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, TP Hồ Chí Minh",54,,,,,4,4,4,Have certificate,,7.2,2026
"Đường Lạc Long Quân, Phường Bình Thới, TP Hồ Chí Minh",59.1,,,Đông,,1,3,1,Have certificate,Basic,6,2026
"Đường Tên Lửa, Phường An Lạc, TP Hồ Chí Minh",190,,,,,,4,4,Have certificate,,22,2026
"Đường số Tăng Nhơn Phú B, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",52,,,,,,2,2,Have certificate,,4.6,2026
"Đường Nguyễn Xiển, Phường Long Bình, TP Hồ Chí Minh",51,,,,,,4,,,,5.15,2026
"Đường Nguyễn Thị Thập, Phường Tân Thuận, TP Hồ Chí Minh",21,,,,,,1,,Shared certificate,,960,2026
"Đường Lũy Bán Bích, Phường Phú Thạnh, TP Hồ Chí Minh",13,,,,,2,1,1,Have certificate,,2,2026
"Đường Thạnh Lộc 14, Phường An Phú Đông, TP Hồ Chí Minh",80,,,,,,2,3,Have certificate,,4.45,2026
"Đường Gò Dưa, Phường Tam Bình, TP Hồ Chí Minh",183,,,,,,3,,,,15.9,2026
"Đường Gò Dưa, Phường Tam Bình, TP Hồ Chí Minh",183,,,,,,3,,,,15.9,2026
"Đường Tây Bắc Lân, Xã Bà Điểm, TP Hồ Chí Minh",52,,,Bắc,,1,1,1,Have certificate,Full,3.35,2026
"Đường Quang Trung, Phường An Hội Tây, TP Hồ Chí Minh",162,,,,,3,10,6,Have certificate,Full,12.9,2026
"Đường Thạnh Lộc 14, Phường An Phú Đông, TP Hồ Chí Minh",80,,,,,,2,3,Have certificate,,4.45,2026
"Đường Lê Đức Thọ, Phường An Nhơn, TP Hồ Chí Minh",45,,,,,4,3,4,Have certificate,Other,9.5,2026
"Đường Bình Trị Đông, Phường Bình Trị Đông, TP Hồ Chí Minh",90,,,,,2,4,3,Have certificate,Full,6.9,2026
"Đường Ấp Bắc, Phường Tân Bình, TP Hồ Chí Minh",55,,,,,4,4,,Have certificate,,8,2026
"Đường Thạnh Lộc 41, Phường An Phú Đông, TP Hồ Chí Minh",36,,,Đông Bắc,,1,2,2,Shared certificate,Basic,1.9,2026
"Đường Nơ Trang Long, Phường Bình Lợi Trung, TP Hồ Chí Minh",15,,,,,,1,,Shared certificate,,1.25,2026
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, TP Hồ Chí Minh",63,,,,,4,4,4,Have certificate,Other,7,2026
"Đường Lý Thái Tổ, Phường Bàn Cờ, TP Hồ Chí Minh",18.5,,,,,1,2,2,,,5.55,2026
"Đường Số 7, Phường Vĩnh Hội, TP Hồ Chí Minh",45,,,,,,4,,Have certificate,,13.5,2026
"Đường Tôn Đản, Phường Khánh Hội, TP Hồ Chí Minh",55,,,,,,3,,,,8.75,2026
"56, Phường Phú Thuận, TP Hồ Chí Minh",57,,,Bắc,,3,4,4,Have certificate,Basic,8.6,2026
"Đường Đặng Thúc Vịnh, Xã Đông Thạnh, TP Hồ Chí Minh",261,,,,,,2,,Have certificate,,10.5,2026
"Đường Võ Thị Sáu, Phường Tân Định, TP Hồ Chí Minh",205.6,,,,,2,5,2,Have certificate,,47,2026
"Đường Dạ Nam, Phường Chánh Hưng, TP Hồ Chí Minh",42.5,,,Đông Nam,,,4,3,Have certificate,,6.15,2026
"Đường Trần Xuân Soạn, Phường Tân Hưng, TP Hồ Chí Minh",29.7,,,,,3,3,4,,,6.3,2026
"Đường Bùi Quang Là, Phường An Hội Tây, TP Hồ Chí Minh",50,,,Đông Nam,,4,5,5,Have certificate,Full,7.79,2026
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, TP Hồ Chí Minh",63,,,,,4,4,4,Have certificate,Other,7,2026
"Tỉnh Lộ 10, Phường Tân Tạo, TP Hồ Chí Minh",32,,,,,,2,,Shared certificate,,1.48,2026
"1 /, Phường Bình Hưng Hòa, TP Hồ Chí Minh",83,,,Bắc,,3,3,2,No certificate,Full,4,2026
"Đường Thạnh Lộc 41, Phường An Phú Đông, TP Hồ Chí Minh",36,,,Đông Bắc,,1,2,2,Shared certificate,Basic,1.9,2026
"Đường Phạm Văn Bạch, Phường Tân Sơn, TP Hồ Chí Minh",56,,,Đông Nam,,2,2,2,Have certificate,,6.295,2026
"Đường Bùi Quang Là, Phường An Hội Tây, TP Hồ Chí Minh",50,,,Đông Nam,,4,5,5,Have certificate,Full,7.79,2026
"Đường Chiến Lược, Phường Bình Trị Đông, TP Hồ Chí Minh",29,,,,,,4,,Have certificate,,2.7,2026
"Đường Tỉnh lộ 10, Phường An Lạc, TP Hồ Chí Minh",48,,,,,1,2,1,Have certificate,Other,4,2026
"Đường Vườn Lài, Phường An Phú Đông, TP Hồ Chí Minh",160,,,,,,5,4,Have certificate,,12.5,2026
"1 /, Phường Bình Hưng Hòa, TP Hồ Chí Minh",83,,,Bắc,,3,3,2,No certificate,Full,4,2026
"38CL, Phường Cát Lái, TP Hồ Chí Minh",119,,,Tây Bắc,,5,5,6,Have certificate,Other,14.5,2026
"Đường Phạm Văn Bạch, Phường Tân Sơn, TP Hồ Chí Minh",56,,,Đông Nam,,2,2,2,Have certificate,,6.295,2026
"Đường số 11, Phường Bình Hưng Hòa, TP Hồ Chí Minh",53,,,,,4,4,5,Have certificate,,6.05,2026
"Đường Tỉnh lộ 10, Phường Bình Trị Đông, TP Hồ Chí Minh",65,,,,,2,3,2,Have certificate,,4.3,2026
"Đường Hậu Giang, Phường Bình Phú, TP Hồ Chí Minh",80,,,,,,5,,Have certificate,,15,2026
"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, TP Hồ Chí Minh",72,,,Tây,,2,3,3,Have certificate,Full,7,2026
"Đường Đặng Thúc Vịnh, Xã Đông Thạnh, TP Hồ Chí Minh",261,,,,,,2,,Have certificate,,10.5,2026
"160 Lã Xuân Oai, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",91,,,,,,2,,Have certificate,,6,2026
"Đường Nguyễn Xí, Phường Bình Thạnh, TP Hồ Chí Minh",100,,,,,,4,,Have certificate,,17,2026
"Tx21, Phường Thới An, TP Hồ Chí Minh",19,,,,,,1,,Shared certificate,,750,2026
"Đường Mã Lò, Phường Bình Trị Đông, TP Hồ Chí Minh",63,,,,,2,2,2,Have certificate,Full,5.75,2026
"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, TP Hồ Chí Minh",72,,,Tây,,2,3,3,Have certificate,Full,7,2026
"Đường Võ Duy Ninh, Phường Thạnh Mỹ Tây, TP Hồ Chí Minh",13,,,,,3,2,3,Have certificate,Other,2.4,2026
"1247, Phường Phú Thuận, TP Hồ Chí Minh",46,,,Đông,,1,3,2,Have certificate,Full,4.3,2026
"Đường Chiến Lược, Phường Bình Trị Đông, TP Hồ Chí Minh",29,,,,,,4,,Have certificate,,2.7,2026
"Đường Nguyễn Kim Cương, Xã Phú Hòa Đông, TP Hồ Chí Minh",75,,,Đông Nam,,1,2,2,Have certificate,Basic,1.7,2026
"Đường Quốc lộ 22, Xã Bà Điểm, TP Hồ Chí Minh",200,,,Đông Nam,,,3,2,No certificate,,6.8,2026
"Đường Cộng Hoà, Phường Tân Bình, TP Hồ Chí Minh",66,,,,,2,4,,Have certificate,Basic,8.3,2026
"Hẻm 108 Trần Quang Diệu, Phường Nhiêu Lộc, TP Hồ Chí Minh",56,,,,,3,4,4,Have certificate,Full,9.6,2026
"Đường Phan Văn Đối, Xã Bà Điểm, TP Hồ Chí Minh",125,,,Đông,,1,2,2,Have certificate,Other,9.5,2026
"Đường số 12, Phường Bình Hưng Hòa, TP Hồ Chí Minh",53,,,,,,2,2,Have certificate,Basic,6.8,2026
"Đường số 53, Phường Hiệp Bình, TP Hồ Chí Minh",129,,,Nam,,2,6,6,Have certificate,Full,8.5,2026
"49, Phường Bình Phú, TP Hồ Chí Minh",40,,,,,,3,,Have certificate,,6.3,2026
"Kdc Lý Chiêu Hoàng, Phường Bình Phú, TP Hồ Chí Minh",60,,,,,,5,,Have certificate,,9.2,2026
"Đường Mã Lò, Phường Bình Trị Đông, TP Hồ Chí Minh",63,,,,,2,2,2,Have certificate,Full,5.75,2026
"Đường Chuyên Dùng Chính, Phường Tân Mỹ, TP Hồ Chí Minh",61.5,,,Tây,,4,5,5,Have certificate,Other,7.99,2026
"Đường Số 7, Phường Hạnh Thông, TP Hồ Chí Minh",15,,,,,,2,,Have certificate,,2.05,2026
"Thống Nhất, Phường Thông Tây Hội, TP Hồ Chí Minh",52,,,,,4,5,6,Have certificate,,7.9,2026
"Đường số 48, Phường Hiệp Bình, TP Hồ Chí Minh",54,,,,,2,3,2,Shared certificate,Basic,2.15,2026
"24, Phường Bình Phú, TP Hồ Chí Minh",425,,,,,,7,,Have certificate,,60,2026
"Thạnh Xuân 38, Phường Thới An, TP Hồ Chí Minh",27,,,Tây Bắc,,1,2,2,Shared certificate,Basic,999,2026
"36, Phường Bình Phú, TP Hồ Chí Minh",74,,,,,,5,,Have certificate,,9.2,2026
"Đường Cộng Hoà, Phường Tân Bình, TP Hồ Chí Minh",66,,,,,2,4,,Have certificate,Basic,8.3,2026
"Đường Số 7, Phường Hạnh Thông, TP Hồ Chí Minh",15,,,,,,2,,Have certificate,,2.05,2026
"90., Xã Nhà Bè, TP Hồ Chí Minh",64,,,,,4,4,4,Have certificate,,9.9,2026
"Đường Âu Dương Lân, Phường Chánh Hưng, TP Hồ Chí Minh",10.4,,,Nam,,,1,2,Have certificate,,1.85,2026
"Đường Chuyên Dùng Chính, Phường Tân Mỹ, TP Hồ Chí Minh",61.5,,,Tây,,4,5,5,Have certificate,Other,7.99,2026
"Đường Đình Phong Phú, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",100,,,,,2,4,3,Have certificate,,4.9,2026
"65/3B, Phường An Lạc, TP Hồ Chí Minh",59.8,,,Tây Bắc,,,2,1,Have certificate,Other,3.15,2026
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, TP Hồ Chí Minh",36,,,Đông Nam,,2,2,2,,,3.55,2026
"Đường Quốc lộ 50, Xã Bình Hưng, TP Hồ Chí Minh",14,,,Bắc,,,1,1,Other,,980,2026
"Đường Mã Lò, Phường Bình Trị Đông, TP Hồ Chí Minh",60,,,,,2,2,2,Have certificate,Other,7,2026
"Đường số 48, Phường Hiệp Bình, TP Hồ Chí Minh",54,,,,,2,3,2,Shared certificate,Basic,2.15,2026
"Đường số 12, Phường Bình Hưng Hòa, TP Hồ Chí Minh",27,,,,,3,5,3,,Other,3.6,2026
"Đường Số 5, Phường Bình Hưng Hòa, TP Hồ Chí Minh",48,,,,,5,4,4,Have certificate,Other,7.8,2026
"90., Xã Nhà Bè, TP Hồ Chí Minh",64,,,,,4,4,4,Have certificate,,9.9,2026
"Đường Trịnh Thị Dối, Xã Đông Thạnh, TP Hồ Chí Minh",68,,,,,2,3,2,Have certificate,,2.9,2026
"Đường Đình Phong Phú, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",100,,,,,2,4,3,Have certificate,,4.9,2026
"Đường Lưu Hữu Phước, Phường Phú Định, TP Hồ Chí Minh",60,,,,,2,3,2,Have certificate,Basic,3.65,2026
"Đường Bình Thới, Phường Bình Thới, TP Hồ Chí Minh",70,,,,,,2,,Have certificate,,4.28,2026
"Khuông Việt, Phường Tân Phú, TP Hồ Chí Minh",60,,,,,3,5,3,Have certificate,,5.8,2026
"Đường Xuân Thới Thượng 27, Xã Bà Điểm, TP Hồ Chí Minh",150,,,,,,3,3,Have certificate,,5.5,2026
"65/3B, Phường An Lạc, TP Hồ Chí Minh",59.8,,,Tây Bắc,,,2,1,Have certificate,Other,3.15,2026
"Đường Gò Xoài, Phường Bình Hưng Hòa, TP Hồ Chí Minh",60,,,,,2,2,3,Have certificate,Other,4.8,2026
"Đường số 12, Phường Bình Hưng Hòa, TP Hồ Chí Minh",30,,,,,,2,,Have certificate,,3.5,2026
"Đường Bình Thới, Phường Bình Thới, TP Hồ Chí Minh",70,,,,,,2,,Have certificate,,4.28,2026
"Đường Số 5, Phường Bình Hưng Hòa, TP Hồ Chí Minh",32,,,,,,4,3,Have certificate,,3.99,2026
"Đường Lê Thị Riêng, Phường Thới An, TP Hồ Chí Minh",57,,,,,,4,5,Have certificate,Other,7.68,2026
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",56,,,,,,3,2,Have certificate,,5.68,2026
"Đường Tây Lân 3, Xã Bà Điểm, TP Hồ Chí Minh",108,,,Đông Bắc,,3,4,3,Have certificate,Other,7.5,2026
"Đường Trịnh Thị Dối, Xã Đông Thạnh, TP Hồ Chí Minh",68,,,,,2,3,2,Have certificate,,2.9,2026
"1206, Phường Tân Mỹ, TP Hồ Chí Minh",32.5,,,,,,2,2,Have certificate,Basic,3.45,2026
"Đường Tây Thạnh, Phường Tây Thạnh, TP Hồ Chí Minh",64,,,,,2,3,,Have certificate,,5.8,2026
"Đường Quốc lộ 50, Phường Bình Đông, TP Hồ Chí Minh",96,,,,,5,10,6,Have certificate,,11,2026
"Đường Lê Quang Định, Phường Bình Lợi Trung, TP Hồ Chí Minh",41,,,Đông Bắc,,2,3,,Have certificate,Full,6.5,2026
"Đường Gò Xoài, Phường Bình Hưng Hòa, TP Hồ Chí Minh",60,,,,,2,2,3,Have certificate,Other,4.8,2026
"1206, Phường Tân Mỹ, TP Hồ Chí Minh",32.5,,,,,,2,2,Have certificate,Basic,3.45,2026
"Đường số 4, Phường Linh Xuân, TP Hồ Chí Minh",75,,,,,1,3,2,Shared certificate,,950,2026
"Hẻm 450 Đoàn Văn Bơ, Phường Khánh Hội, TP Hồ Chí Minh",38.9,,,,,1,2,3,,,4.95,2026
"Đường Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",60,,,,,3,4,4,Have certificate,Full,6,2026
"Đường Lê Đình Cẩn, Phường Tân Tạo, TP Hồ Chí Minh",68,,,Tây Nam,,4,5,5,Have certificate,Other,7.4,2026
"1/, Phường An Hội Đông, TP Hồ Chí Minh",56,,,Tây Bắc,,4,4,5,Have certificate,Other,7.98,2026
"Đường Lê Đức Thọ, Phường An Hội Đông, TP Hồ Chí Minh",113.12,,,Tây Bắc,,3,2,3,Have certificate,Other,12.8,2026
"Đường Quốc lộ 13, Phường Hiệp Bình, TP Hồ Chí Minh",60,,,,,3,4,4,Have certificate,,7.8,2026
"Đường Nguyễn Thiện Thuật, Phường Bàn Cờ, TP Hồ Chí Minh",35,,,,,5,3,4,Have certificate,Full,8.5,2026
"Đình Phong Phú, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",120,,,,,,2,,Have certificate,,5.9,2026
"Đường số 6, Phường Bình Hưng Hòa, TP Hồ Chí Minh",50,,,,,2,3,2,Have certificate,,3.15,2026
"Đường Quốc lộ 50, Xã Bình Hưng, TP Hồ Chí Minh",93.3,,,Tây Bắc,,,2,2,Have certificate,,5.68,2026
"Đường Nguyễn Thiện Thuật, Phường Bàn Cờ, TP Hồ Chí Minh",35,,,,,5,3,4,Have certificate,Full,8.5,2026
"Đường số 4, Phường Linh Xuân, TP Hồ Chí Minh",75,,,,,1,3,2,Shared certificate,,950,2026
"Đường Số 5, Phường Bình Hưng Hòa, TP Hồ Chí Minh",32,,,,,3,4,3,Have certificate,Full,3.98,2026
"Đường Quốc lộ 50, Xã Bình Hưng, TP Hồ Chí Minh",65.2,,,Nam,,,4,2,Have certificate,,4.2,2026
"Đường Xuân Thới Sơn 20, Xã Xuân Thới Sơn, TP Hồ Chí Minh",100,,,,,,3,1,Have certificate,Basic,3.95,2026
"Hẻm 450 Đoàn Văn Bơ, Phường Khánh Hội, TP Hồ Chí Minh",38.9,,,,,1,2,3,,,4.95,2026
"Đường Quốc lộ 13, Phường Hiệp Bình, TP Hồ Chí Minh",60,,,,,3,4,4,Have certificate,,7.8,2026
"Đình Phong Phú, Phường Tăng Nhơn Phú, TP Hồ Chí Minh",120,,,,,,2,,Have certificate,,5.9,2026
"Đường Kinh Trung ương, Xã Vĩnh Lộc, TP Hồ Chí Minh",80,,,Nam,,2,4,5,Shared certificate,Other,2.3,2026
"Đường Quang Trung, Phường Thông Tây Hội, TP Hồ Chí Minh",56,,,Bắc,,2,3,3,Have certificate,Basic,6.8,2026
"Đường Quốc lộ 50, Phường Bình Đông, TP Hồ Chí Minh",96,,,,,5,10,6,Have certificate,,11,2026
"Đường 26 Tháng 3, Phường Bình Hưng Hòa, TP Hồ Chí Minh",80,,,,,3,3,3,Have certificate,Other,8.28,2026
"Đường Quốc lộ 50, Xã Bình Hưng, TP Hồ Chí Minh",93.3,,,Tây Bắc,,,2,2,Have certificate,,5.68,2026
"Đông Thạnh 7, Xã Đông Thạnh, TP Hồ Chí Minh",198,,,,,1,2,2,Have certificate,,4.6,2026
"Mặt Tiền Đường Phạm Thị Giây, Xã Đông Thạnh, TP Hồ Chí Minh",86.2,,,Tây Nam,,4,4,4,Have certificate,,7.25,2026
"Hẻm 237 Phạm Văn Chiêu, Phường An Hội Tây, TP Hồ Chí Minh",50,,,,,2,2,2,Have certificate,,4.95,2026
"Đường Lê Văn Quới, Phường Bình Trị Đông, TP Hồ Chí Minh",66,,,,,,4,4,,,4.75,2026
"Đường 26 Tháng 3, Phường Bình Hưng Hòa, TP Hồ Chí Minh",80,,,,,3,3,3,Have certificate,Other,8.28,2026
"2174, Xã Nhà Bè, TP Hồ Chí Minh",52,,,Đông,,3,2,3,Have certificate,Full,3.85,2026
"Đường Đại Lộ 2, Phường Phước Long, TP Hồ Chí Minh",137,,,Nam,,3,4,5,Have certificate,Basic,17.5,2026
"Hẻm C7D Phạm Hùng, Xã Bình Hưng, TP Hồ Chí Minh",28,,,Tây Bắc,,2,2,2,No certificate,Basic,1.85,2026
"Đường Quốc lộ 50, Xã Bình Hưng, TP Hồ Chí Minh",65.2,,,Nam,,,4,2,Have certificate,,4.2,2026
"Đường Số 3, Phường Bình Hưng Hòa, TP Hồ Chí Minh",48,,,,,2,3,,Have certificate,,5.4,2026
"Đường Xuân Thới Sơn 20, Xã Xuân Thới Sơn, TP Hồ Chí Minh",100,,,,,,3,1,Have certificate,Basic,3.95,2026
"Đường Tên Lửa, Phường An Lạc, TP Hồ Chí Minh",160,,,,,,7,,Have certificate,,21,2026
"Đường Âu Dương Lân, Phường Chánh Hưng, TP Hồ Chí Minh",54,,,,,5,9,6,Have certificate,,8.1,2026
"Âu Cơ, Phường Bảy Hiền, TP Hồ Chí Minh",66.8,,,,,5,7,6,Have certificate,,8.6,2026
"Đường Quang Trung, Phường Thông Tây Hội, TP Hồ Chí Minh",68,,,,,4,7,,Have certificate,,10.9,2026
"Đường Xô Viết Nghệ Tĩnh, Phường Thạnh Mỹ Tây, TP Hồ Chí Minh",110,,,Tây Bắc,,2,4,3,Have certificate,,12,2026
"Nguyễn Văn Lịch, Phường Linh Xuân, TP Hồ Chí Minh",60,,,,,,4,3,Have certificate,,5.55,2026
"Đường Số 49, Phường Tân Thuận, TP Hồ Chí Minh",90,,,,,3,4,6,Have certificate,,15.6,2026
"Đường Tên Lửa, Phường An Lạc, TP Hồ Chí Minh",160,,,,,,7,,Have certificate,,21,2026
"Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh, TP Hồ Chí Minh",50,,,,,,2,,Have certificate,,8.6,2026
"2174, Xã Nhà Bè, TP Hồ Chí Minh",52,,,Đông,,3,2,3,Have certificate,Full,3.85,2026
"Đường Quang Trung, Phường Gò Vấp, TP Hồ Chí Minh",49,,,Đông Bắc,,2,3,3,Have certificate,Full,5.9,2026
"Đường 04 Ấp Mới 1, Xã Hóc Môn, TP Hồ Chí Minh",160,,,Nam,,2,3,4,Have certificate,Full,6.2,2026
"Đường An Phú, Phường An Phú Đông, TP Hồ Chí Minh",51,,,Đông Nam,,1,3,2,Shared certificate,Basic,2.35,2026
"Đường Phạm Văn Bạch, Phường Tân Sơn, TP Hồ Chí Minh",33,,,,,2,2,2,Have certificate,Full,4.5,2026
"Đường Cách Mạng Tháng Tám, Phường Nhiêu Lộc, TP Hồ Chí Minh",67,,,,,2,2,2,Have certificate,,9.1,2026
"Đường Tân Hòa Đông, Phường Phú Lâm, TP Hồ Chí Minh",25,,,,,,2,,,,3.75,2026
"Đường Lê Đức Thọ, Phường An Hội Tây, TP Hồ Chí Minh",62,,,Đông Nam,,4,4,6,Have certificate,Full,14.8,2026
"Đường Thạnh Lộc 14, Phường An Phú Đông, TP Hồ Chí Minh",81,,,Đông Bắc,,,2,2,,,4.35,2026
"23/24/12, Phường Bảy Hiền, TP Hồ Chí Minh",16,,,Nam,,1,1,2,Have certificate,Basic,2.5,2026
"529, Xã Nhà Bè, TP Hồ Chí Minh",12,,,,,1,1,,Shared certificate,Basic,680,2026
"Đường Đỗ Xuân Hợp, Phường Phước Long, TP Hồ Chí Minh",252,,,Đông Bắc,,3,4,5,Have certificate,Other,23.8,2026
"Đường Quang Trung, Phường Thông Tây Hội, TP Hồ Chí Minh",39,,,,,4,4,4,Have certificate,Other,7.6,2026
"Đường Trần Văn Mười, Xã Bà Điểm, TP Hồ Chí Minh",110,,,,,,3,2,,Other,5.15,2026
"Đường Hồ Học Lãm, Phường An Lạc, TP Hồ Chí Minh",32,,,Bắc,,2,2,2,Have certificate,Full,3.58,2026
"Đường Thạnh Lộc 14, Phường An Phú Đông, TP Hồ Chí Minh",81,,,Đông Bắc,,,2,2,,,4.35,2026
"529, Xã Nhà Bè, TP Hồ Chí Minh",12,,,,,1,1,,Shared certificate,Basic,680,2026
"Hẻm 23/28/1 đường số 16 (nối dài), Phường Chánh Hưng, TP Hồ Chí Minh",52,,,,,,2,1,Other,,2.59,2026
"Lê Thị Hoa, Phường Tam Bình, TP Hồ Chí Minh",35,,,,,2,3,2,Have certificate,Full,2.95,2026
"Đường Lê Đức Thọ, Phường An Hội Tây, TP Hồ Chí Minh",62,,,Đông Nam,,4,4,6,Have certificate,Full,14.8,2026
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, TP Hồ Chí Minh",10,,,,,1,2,2,Have certificate,Basic,495,2026
"Đường Lê Quang Định, Phường Gia Định, TP Hồ Chí Minh",46,,,,,2,3,3,Have certificate,Other,6.5,2026
"Phú Lộc, Phường Tân Hòa, TP Hồ Chí Minh",54,,,,,,2,,Have certificate,,4.8,2026
"Cách mạng tháng 8 Quận 10, Phường Hòa Hưng, TP Hồ Chí Minh",47,,,,,5,7,5,Have certificate,Basic,7.45,2026
"Đường Đoàn Văn Bơ, Phường Xóm Chiếu, TP Hồ Chí Minh",49.5,,,,,,6,,,,6.5,2026
"Nguyễn Văn Lịch, Phường Linh Xuân, TP Hồ Chí Minh",60,,,,,,4,3,Have certificate,,5.55,2026
"Tân Chánh hiệp 10, Phường Trung Mỹ Tây, TP Hồ Chí Minh",84,,,,,,7,6,Have certificate,Other,10.78,2026
"Đường Quang Trung, Phường Thông Tây Hội, TP Hồ Chí Minh",39,,,,,4,4,4,Have certificate,Other,7.6,2026
"Đường Huỳnh Tấn Phát, Xã Nhà Bè, TP Hồ Chí Minh",75,,,,,1,3,2,Shared certificate,Full,2.96,2026
"Hẻm 23/28/1 đường số 16 (nối dài), Phường Chánh Hưng, TP Hồ Chí Minh",52,,,,,,2,1,Other,,2.59,2026
"Đường Nguyễn Thái Sơn, Phường Hạnh Thông, TP Hồ Chí Minh",44,,,,,,2,,Have certificate,,4.35,2026
"Đường Lê Quang Định, Phường Gia Định, TP Hồ Chí Minh",46,,,,,2,3,3,Have certificate,Other,6.5,2026
"Lê Thị Hoa, Phường Tam Bình, TP Hồ Chí Minh",35,,,,,2,3,2,Have certificate,Full,2.95,2026
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, TP Hồ Chí Minh",52,,,,,2,2,2,,,2.8,2026
"Đường Quốc Lộ 50, Phường Chánh Hưng, TP Hồ Chí Minh",26.38,,,,,,1,2,Other,,1.3,2026
"Võ Văn Vân, Xã Tân Vĩnh Lộc, TP Hồ Chí Minh",40,,,Bắc,,1,2,2,Other,Other,1.68,2026
"Đường Trần Quang Khải, Phường Tân Định, TP Hồ Chí Minh",74.4,,,,,3,3,2,Have certificate,,27,2026
"Hương Lộ 2, Phường Bình Trị Đông, TP Hồ Chí Minh",76,,,,,5,5,6,Have certificate,Full,8.9,2026
"108/, Phường Bảy Hiền, TP Hồ Chí Minh",19,,,Đông Bắc,,3,2,2,Have certificate,Full,2.89,2026
"Đường Thạnh Lộc 16, Phường An Phú Đông, TP Hồ Chí Minh",48,,,Đông Nam,,2,4,3,Have certificate,Basic,5.1,2026
"Đường số 9, Phường An Hội Đông, TP Hồ Chí Minh",80,,,,,,2,3,Have certificate,,9.6,2026
"Đường Lâm Văn Bền, Phường Tân Thuận, TP Hồ Chí Minh",40,,,Đông,,2,2,3,Have certificate,Basic,5.3,2026
"Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, TP Hồ Chí Minh",90,,,,,4,5,5,Have certificate,Other,8.7,2026
"Đường Nguyễn Sơn, Phường Phú Thạnh, TP Hồ Chí Minh",41,,,,,,4,,,,5.6,2026
