address,area,frontage,access_road,house_direction,balcony_direction,floors,bedrooms,bathrooms,legal_status,furniture_state,price,year
"Đường Lê Văn Sỹ, Phường 13, Phú Nhuận, Hồ Chí Minh",51,3.5,4,,,,,,Have certificate,,6.5,2024
"Đường Hiệp Thành 6, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",125,5,12,Tây Nam,Tây Nam,1,7,7,Have certificate,,6.7,2024
"Đường Trần Thị Cờ, Phường Thới An, Quận 12, Hồ Chí Minh",88,4,20,Đông Bắc,,1,1,1,Have certificate,,7.9,2024
"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",90,6,5,Đông,Đông,1,1,1,Have certificate,,5.3,2024
"Đường Hiệp Thành 6, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",85,,,Đông Bắc,,,2,,,,5.2,2024
"Đường Nguyễn Thị Kiêu, Phường Thới An, Quận 12, Hồ Chí Minh",98,4.72,12,Tây Nam,Tây Nam,1,1,1,Have certificate,,9.1,2024
"Đường Tô Ký, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",115,11.5,,,,1,1,1,Have certificate,Basic,9,2024
"Dự án Centana City Điền Phúc Thành, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",100,5,16,Bắc,,3,,,Have certificate,,8,2024
"Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",51.5,,,,,4,4,4,,,6.4,2024
"Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",64,4,4,,,1,2,1,,,4.6,2024
"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",64,4.3,7,,,4,4,5,,,7.1,2024
"Đường T8, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",100,4,14,,,3,4,3,,,10,2024
"Đường T6, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",55,,14,,,3,4,4,,,6.55,2024
"Đường Nguyễn Bặc, Phường 3, Tân Bình, Hồ Chí Minh",61.4,4,,,,2,4,3,Have certificate,,5.3,2024
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",56,,,,,2,2,2,Have certificate,,6.5,2024
"Đường Lạc Long Quân, Phường 8, Tân Bình, Hồ Chí Minh",56.05,5.3,4,,,2,,,Have certificate,,5,2024
"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",52,4,3,Tây Bắc,Tây Bắc,2,2,2,Sale contract,,2.65,2024
"Đường Phạm Văn Đồng, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",110,5.1,,,,2,3,2,,,5.4,2024
"Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh",45,4,3,,,2,2,,Have certificate,,3,2024
"Đường Nguyễn Trung Nguyệt, Phường Bình Trưng Đông, Thủ Đức, Hồ Chí Minh",60,,,Tây Nam,,4,4,5,Have certificate,Full,10,2024
"Hẻm 2889A, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",43.1,2.99,4.5,Tây Nam,Tây,2,3,3,Have certificate,Full,4.2,2024
"Đường Số 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",67,4,,,,,2,1,Have certificate,,6.2,2024
"Đường Lê Văn Quới, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",80,4,8,,,5,5,7,Have certificate,,8.5,2024
"Đường Hoàng Hoa Thám, Phường 5, Bình Thạnh, Hồ Chí Minh",64,4,8,,,4,4,5,Have certificate,Full,8.69,2024
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60,4,6,,,3,4,3,Have certificate,,5.3,2024
"Đường Khuông Việt, Phường Phú Trung, Tân Phú, Hồ Chí Minh",73,4,7,,,3,8,8,Have certificate,Basic,8.45,2024
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",85,4.2,5,,,4,5,6,Have certificate,Full,7.8,2024
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",45,3.5,3,,,2,2,2,Have certificate,,4.2,2024
"Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",90,,,,,2,2,2,Have certificate,Full,8.2,2024
"Đường Lê Văn Sỹ, Phường 14, Phú Nhuận, Hồ Chí Minh",54,,,,,2,2,3,Have certificate,Full,8.89,2024
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",71,5.5,5,Đông Nam,Đông Nam,5,4,5,Have certificate,Full,7.35,2024
"Đường 8, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",53,4.5,4,,,3,4,3,Have certificate,Full,4.75,2024
"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",56,,8,,,4,5,4,Have certificate,Full,5.25,2024
"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",47.2,,6,,,,3,,Have certificate,,5,2024
"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",114.8,5,,,,,2,,Have certificate,,9.3,2024
"Đường Hoàng Văn Thụ, Phường 2, Tân Bình, Hồ Chí Minh",46,4.6,,,,2,3,2,Have certificate,Full,7.05,2024
"Đường Phan Văn Năm, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",56,,,,,3,4,3,Have certificate,Full,6.4,2024
"Đường Cống Lở, Phường 15, Tân Bình, Hồ Chí Minh",94,4.7,6,,,4,5,5,Have certificate,Basic,7.3,2024
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",102,7,,,,1,5,1,Have certificate,Full,5.65,2024
"Hẻm 340/, Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",75,4.2,,,,4,,,Have certificate,,9.8,2024
"Đường Nguyễn Thái Sơn, Phường 5, Gò Vấp, Hồ Chí Minh",90,,,,,2,4,4,,,10,2024
"Hẻm 220, Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh",68,4,12,,,2,,,,,9.2,2024
"Đường 21, Phường Phước Long A, Quận 9, Hồ Chí Minh",60,5,6,,,4,4,4,Have certificate,Basic,7.5,2024
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Thủ Đức, Hồ Chí Minh",85,7,4,,,,,,Have certificate,Basic,6.2,2024
"Phường Phú Hữu, Quận 9, Hồ Chí Minh",73,,6,,,3,4,5,Have certificate,Basic,4.6,2024
"Đường Số 4, Phường 4, Quận 4, Hồ Chí Minh",33,4,,,,3,3,4,,,7.8,2024
"Đường 43, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",76.1,4,12,,,4,4,3,Have certificate,,9,2024
"Phường 15, Tân Bình, Hồ Chí Minh",46,4,5,,,5,4,4,Have certificate,Full,6.6,2024
"Đường Số 16, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",125.5,6.5,,Tây Nam,Tây Nam,1,3,2,Have certificate,Full,9.8,2024
"Đường Tô Ngọc Vân, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",68,,6,,,4,5,5,Have certificate,Full,8.3,2024
"Phường Thới An, Quận 12, Hồ Chí Minh",72,4,8,Bắc,Bắc,3,4,4,Have certificate,Full,5.5,2024
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",60,,,,,3,3,4,Have certificate,,8.2,2024
"Đường Số 4, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",100,5,,,,4,,5,,,6.95,2024
"Đường Nguyễn Duy, Phường 10, Quận 8, Hồ Chí Minh",42.3,2.88,,Đông Nam,Đông Nam,2,4,3,Have certificate,,7.22,2024
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",57,,,,,4,4,5,Have certificate,Basic,8.5,2024
"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",60,5,3,,,4,4,4,Have certificate,Basic,8.5,2024
"Đường Cống Lở, Phường 15, Tân Bình, Hồ Chí Minh",72,4.5,5,,,2,2,2,,,5.2,2024
"Đường Huỳnh Văn Nghệ, Phường 15, Tân Bình, Hồ Chí Minh",46.5,3.2,,Tây Bắc,,2,3,3,,,4.98,2024
"Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",25,3,5,,,3,3,2,Have certificate,Basic,2.05,2024
"Đường Tam Châu, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",110,6,8,,,2,3,2,Have certificate,,7.7,2024
"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",72,,,,,5,4,5,Have certificate,Full,7.9,2024
"Số 2, Đường Lê Văn Việt, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",100,5,6,,,2,,,Have certificate,Basic,6.5,2024
"Đường Số 7, Phường Phước Bình, Quận 9, Hồ Chí Minh",90.4,4,8,,,1,2,2,Have certificate,Basic,10,2024
"Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh",33,,,Bắc,,5,3,5,Have certificate,,8,2024
"Đường Lê Văn Việt, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",53.4,5.1,,,,3,4,3,Have certificate,Basic,6.3,2024
"Đường Độc Lập, Phường Tân Thành, Tân Phú, Hồ Chí Minh",59,5,12,Tây,Tây,3,4,3,Have certificate,Basic,10,2024
"Đường 13, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",100,5,7,,,3,3,3,Have certificate,Basic,6.5,2024
"Đường Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",50,,,Đông,,2,2,,Have certificate,Full,4.65,2024
"Đường Thân Nhân Trung, Phường 15, Tân Bình, Hồ Chí Minh",60,,,,,4,9,9,Have certificate,Full,5.1,2024
"Đường Tây Thạnh, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",18,4,,Tây Nam,,2,2,2,Have certificate,,2.15,2024
"Đường Số 45, Phường Bình Thuận, Quận 7, Hồ Chí Minh",80,,,,,2,2,2,Have certificate,Basic,9.8,2024
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",48,,4,,,2,,,Have certificate,Basic,4,2024
"Đường Đông Hưng Thuận 7, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",88,5,5,,,,,,Have certificate,Full,6.6,2024
"Đường Nguyễn Đình Chiểu, Phường 4, Phú Nhuận, Hồ Chí Minh",23,3.2,3.3,Đông,,3,2,2,Have certificate,Basic,4.35,2024
"Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",70,,,,,2,2,2,Have certificate,Full,8.5,2024
"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75,12,20,Tây Nam,Tây Nam,2,4,4,Have certificate,,8.3,2024
"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75,5,20,Đông Nam,Đông Nam,2,3,5,Have certificate,Basic,8.6,2024
"Phường Hiệp Phú, Quận 9, Hồ Chí Minh",87,,6,,,1,2,,Have certificate,,6.5,2024
"Hẻm 12, Đường Đào Duy Anh, Phường 9, Phú Nhuận, Hồ Chí Minh",73.7,,,Tây,,,2,1,Have certificate,Full,10,2024
"Đường Trần Thị Bốc, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",150,5,10,,,2,3,4,Have certificate,,7.2,2024
"Đường Bến Chương Dương, Phường Cầu Kho, Quận 1, Hồ Chí Minh",25,3,3,Đông Nam,,5,3,4,Have certificate,,5.95,2024
"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",17,3.73,,,,3,2,2,Have certificate,Basic,2.6,2024
"Đường Bùi Thị Xuân, Phường 1, Tân Bình, Hồ Chí Minh",52,,3,,,2,4,2,Have certificate,Basic,6.2,2024
"Đường Âu Cơ, Phường 9, Tân Bình, Hồ Chí Minh",48,4,8,,,2,2,1,Have certificate,,6.85,2024
"Đường Số 6, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",56,5,,Bắc,,3,5,3,Have certificate,Full,5.8,2024
"Đường Bùi Thị Lùng, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",170,5.5,10,,,2,3,3,Have certificate,Basic,7.3,2024
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",30,,,,,2,,,Have certificate,Full,3.2,2024
"Dự án Citi Bella, Phường Cát Lái, Quận 2, Hồ Chí Minh.",83.2,,,Đông Bắc,,3,,,Have certificate,,6.6,2024
"Hẻm 45, Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",61.3,,,,,4,4,5,Have certificate,,9.5,2024
"Đường Huỳnh Khương An, Phường 5, Gò Vấp, Hồ Chí Minh",48,5.2,5,,,2,3,2,Have certificate,Full,4.55,2024
"Đường Cư Xá Phú Lâm, Phường 12, Quận 6, Hồ Chí Minh",28,4,6,,,2,2,2,Have certificate,Full,3.55,2024
"Phường Tân Quý, Tân Phú, Hồ Chí Minh",78,5.2,8,,,1,,,,,8,2024
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",52,,4,,,,2,,Have certificate,,4.1,2024
"Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",150,8,8,Tây Bắc,,2,5,4,Have certificate,,5.3,2024
"Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",24,,,,,5,4,5,Have certificate,,4.9,2024
"18/, Đường Số 3, Phường 9, Gò Vấp, Hồ Chí Minh",16.8,,3,Đông Nam,,2,2,2,Have certificate,Full,3.25,2024
"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",43,4.2,10,Đông Bắc,,2,3,3,Have certificate,Basic,5.2,2024
"1/ Phố Trần Đại Nghĩa, Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",80,5,8,Tây Nam,Tây Nam,3,3,3,Have certificate,,5.7,2024
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",37,,,Đông,,2,2,2,Have certificate,,4.2,2024
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",98,,8,,,2,2,2,,,8.35,2024
"Đường Số 21, Phường 8, Gò Vấp, Hồ Chí Minh",54,4,4,,,2,2,2,Have certificate,Full,5.85,2024
"Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh",62,5,10,,,5,6,7,Have certificate,Full,7.9,2024
"Đường 7, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",56,4,6,Tây Nam,Tây Nam,5,5,5,Have certificate,Full,6.2,2024
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",60,4,4,,,4,3,3,,,6.65,2024
"Đường  Lý Thường Kiệt, Phường 6, Tân Bình, Hồ Chí Minh",40,,,,,4,6,4,Have certificate,Full,6,2024
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",50,4,,Đông,,,,,Have certificate,,7.2,2024
"Phường Tân Thành, Tân Phú, Hồ Chí Minh",53,,7,,,4,,,Have certificate,,7.2,2024
"Đường Thạnh Lộc 37, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",53,4,8,,,3,4,5,Have certificate,,4.75,2024
"Đường Số 2, Phường Long Trường, Quận 9, Hồ Chí Minh",74,4,6,Đông Nam,Đông Nam,3,3,4,Have certificate,Full,5.8,2024
"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",66.2,4,4,,,2,4,2,Have certificate,Full,4.2,2024
"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",56,4,,,,5,4,5,Have certificate,,6,2024
"Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",55,,,,,,3,,Have certificate,,4.1,2024
"Hẻm 41 Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh",61,4.8,8,Đông Bắc,,1,1,1,Have certificate,Basic,4.3,2024
"183/8, Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",38,3.1,,,,2,,,Have certificate,,4.65,2024
"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",104,8,4,,,1,2,2,Have certificate,Basic,4.6,2024
"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",52,4,6,,,3,4,5,,,4.79,2024
"Đường Miếu Bình Đông, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",57,,15,,,3,,,Have certificate,,6.2,2024
"Đường Số 74, Phường 10, Quận 6, Hồ Chí Minh",60,4,8,,,3,4,3,Have certificate,,8.7,2024
"Đường Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",77,4.6,5,,,4,5,4,Have certificate,,9.2,2024
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",140,6,,,,,,,Have certificate,,7.5,2024
"Đường Nguyễn Sỹ Sách, Phường 15, Tân Bình, Hồ Chí Minh",75,,,,,2,3,,Have certificate,,5.9,2024
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",54,4.5,6,,,3,4,,Have certificate,,7.9,2024
"Đường 8, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",177,6.6,,,,,,,,,6.5,2024
"220 Đường Hoàng Hoa Thám, Phường 5, Bình Thạnh, Hồ Chí Minh",58,,3,,,6,6,6,Have certificate,Full,6.8,2024
"Đường Tăng Bạt Hổ, Phường 11, Bình Thạnh, Hồ Chí Minh",67.7,3.6,4,Tây,Tây,5,5,5,Have certificate,,7.5,2024
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",31,3.1,4,,,2,2,2,Have certificate,Full,3.39,2024
"Đường Chương Dương, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",64.7,3.5,,,,1,,,Have certificate,,4.55,2024
"Đường Lê Văn Việt, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",61,,,Đông Nam,,1,2,1,Have certificate,Full,3.87,2024
"Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",90,4.5,12,,,3,5,,Have certificate,,9.5,2024
"Phường 15, Tân Bình, Hồ Chí Minh",64,4,6,,,4,4,5,Have certificate,,8.59,2024
"Đường Hiệp Thành 17, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",23.8,2.5,7,Tây Nam,Tây Nam,3,3,3,Have certificate,Full,2.75,2024
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",56,,4,,,4,5,3,Have certificate,,7.2,2024
"Đường Liên ấp 234, Xã Vĩnh Lộc A, Bình Chánh, Hồ Chí Minh",48,,5,,,2,,,,,1.38,2024
"1/, Đường Bùi Dương Lịch, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",21,3.6,3,,,1,2,2,Have certificate,,1.8,2024
"Đường Huỳnh Khương An, Phường 5, Gò Vấp, Hồ Chí Minh",39,3.5,,,,3,2,2,Have certificate,Basic,3.55,2024
"Đường Điện Biên Phủ, Phường 15, Bình Thạnh, Hồ Chí Minh",74,4,,,,5,5,4,,,8,2024
"162/45, Đường Nguyễn Duy Cung, Phường 12, Gò Vấp, Hồ Chí Minh",35.6,,,Tây Nam,,2,3,3,Have certificate,,4.79,2024
"213/67, Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",40,4,8,,,2,2,2,,,3.2,2024
"Đường 1, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",150,7.7,12,,,2,5,3,Have certificate,,9.5,2024
"Đường Số 17, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",91.3,6,6,,,2,2,2,Have certificate,,9,2024
"Đường 2, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",63,5.6,8,,,2,,,Have certificate,,5.5,2024
"Đường  Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",60,,,,,5,8,,Have certificate,Full,9.5,2024
"Đường Võ Thị Hồi, Xã Xuân Thới Đông, Hóc Môn, Hồ Chí Minh",48.6,3.6,,Đông Nam,,,2,2,,,2.1,2024
"Đường Đào Sư Tích, Xã Phước Lộc, Nhà Bè, Hồ Chí Minh",87,,,,,2,2,2,Have certificate,,4.7,2024
"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",67,4,8,,,3,4,,Have certificate,,8,2024
"Đường Huỳnh Mẫn Đạt, Phường 7, Quận 5, Hồ Chí Minh",39,,,,,2,3,,Have certificate,,6.95,2024
"Đường Tăng Nhơn Phú B, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",72,5,,,,2,2,2,Have certificate,,3.6,2024
"498/13/20, Đường Cây Trâm, Phường 9, Gò Vấp, Hồ Chí Minh",48,4,5,,,4,3,4,Have certificate,Full,6.2,2024
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",58,,,,,5,4,4,Have certificate,Full,9.1,2024
"Đường Phan Văn Trị, Phường 5, Gò Vấp, Hồ Chí Minh",56,,,,,,3,,,,5.7,2024
"Dự án Sài Gòn Mới, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",56,8,8,,,4,4,5,Have certificate,Full,6.35,2024
"Đường Số 8, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",75,5,6,,,4,4,4,Have certificate,,7,2024
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",36.4,5.6,5,Đông Nam,,4,4,3,Have certificate,,5.85,2024
"Đường Số 2, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",116,4.1,4,Đông,,1,2,1,,,5.3,2024
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",41,3.2,3,,,3,3,2,Have certificate,Full,6.8,2024
"Đường Dương Cát Lợi, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",84,,,,,3,4,5,,Full,7.35,2024
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",52,,,,,3,4,,Have certificate,Full,6.2,2024
"Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",40,5,10,,,2,2,2,Have certificate,,2.9,2024
"Đường Hồ Đắc Di, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",56.8,,,,,3,3,3,Have certificate,,5.3,2024
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",35,3.5,12,,,2,2,2,Have certificate,Full,5.28,2024
"Đường Lương Đắc Bằng, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",70,4,5,Đông Nam,Đông Nam,2,4,2,Have certificate,Basic,5.2,2024
"Đường Nguyễn Thị Sưa, Xã Vĩnh Lộc A, Bình Chánh, Hồ Chí Minh",127,6,,,,4,8,8,,Basic,4.7,2024
"Đường Số 44, Phường 14, Gò Vấp, Hồ Chí Minh",42.7,4,6,Đông Bắc,,5,3,4,Have certificate,Full,8.45,2024
"Đường Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, Hồ Chí Minh",98,7,3,Đông Nam,,2,2,2,Have certificate,Basic,9.5,2024
"Đường Liên khu 8-9, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",68,4,4,,,4,4,5,Have certificate,Full,4.9,2024
"Đường Nguyễn Đình Chiểu, Phường 4, Phú Nhuận, Hồ Chí Minh",52,,,,,,,,,,8.05,2024
"Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, Hồ Chí Minh",14,3.5,15,Đông Bắc,Đông Bắc,3,3,3,Have certificate,Full,4.6,2024
"Đường Phan Xích Long, Phường 3, Phú Nhuận, Hồ Chí Minh",43,4.3,5,Đông Nam,Đông Nam,4,3,4,Have certificate,Full,8.6,2024
"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",50,4,5,Tây Bắc,Tây Bắc,4,5,6,Have certificate,Full,9.3,2024
"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75,5,20,Tây Bắc,Tây Bắc,2,4,4,Have certificate,Basic,8.3,2024
"Đường Phạm Văn Đồng, Phường 1, Gò Vấp, Hồ Chí Minh",40,4.2,4,,,1,1,1,Have certificate,Basic,3.6,2024
"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",61.9,7,12,Đông Nam,Đông Nam,4,4,4,Have certificate,Full,8.5,2024
"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75,5,20,Đông Bắc,,2,4,5,Have certificate,,8.3,2024
"Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",76.1,4.6,4.5,,,4,4,5,Have certificate,Full,6.7,2024
"Đường Số 59, Phường 14, Gò Vấp, Hồ Chí Minh",45,,5,Tây,,4,4,4,Have certificate,Full,6.8,2024
"1/, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",71.4,5,,,,3,3,,Have certificate,Full,9.5,2024
"Đường Kha Vạn Cân, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",55,,,,,2,2,2,Have certificate,,4.5,2024
"Dự án Rosita Garden Khang Điền, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",140.7,6,30,Tây Nam,,2,4,5,Have certificate,,8.3,2024
"Đường  Phùng Chí Kiên, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",48,4,4,Đông,,2,2,2,,,4.55,2024
"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh.",54,4.5,5,,,3,4,4,Have certificate,Basic,4.5,2024
"Đường Nguyễn Văn Khối, Phường 8, Gò Vấp, Hồ Chí Minh",72,5,6,,,2,3,3,Have certificate,Full,5.65,2024
"Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",40,,,,,,,1,,Basic,4.3,2024
"Đường 15, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",100,5,12,,,2,3,2,Have certificate,,7.2,2024
"Đường Đoàn Văn Bơ, Phường 14, Quận 4, Hồ Chí Minh",74,2.6,4,,,2,3,2,Have certificate,Basic,5,2024
"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",22,2.5,5,Tây,Tây,2,2,2,Have certificate,Full,2.35,2024
"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",70.97,17.1,5,,,2,3,2,,Full,4.95,2024
"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",34,4,5,,,3,3,3,Have certificate,,4.65,2024
"Đường Nguyễn Quý Yêm, Phường An Lạc, Bình Tân, Hồ Chí Minh",78,4,8,Nam,,2,4,,Have certificate,Full,7.5,2024
"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",125,9,6,,,1,6,6,Have certificate,,6.9,2024
"Đường Tô Hiệu, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",21,3.8,,,,2,,,Have certificate,,3.5,2024
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",94,4,,,,3,4,4,Have certificate,Full,7.7,2024
